translation
"{'tr': 'Ve şunu da bil. Ben her zaman senin yanındayım kardeşim. Tamam mı?', 'pt': 'E não precisa consultar ninguém. Eu não posso opinar.'}"
"{'tr': 'Eyvallah be. Sağ ol. Sinir misin?', 'pt': 'Faça o que seu coração manda.'}"
"{'tr': 'Eyvallah.', 'pt': 'E saiba disso: eu sempre estarei ao seu lado, irmão.'}"
"{'tr': 'Aşkım geliyorduk biz de.', 'pt': 'Está certo?'}"
"{'tr': 'Yok ya. Ondan değil. Şey...', 'pt': 'Valeu, cara. Obrigado.'}"
"{'tr': 'Abir. Arabanın anahtarını versene.', 'pt': 'Está bem?'}"
"{'tr': 'Ne yapacaksın?', 'pt': 'Valeu.'}"
"{'tr': 'Ben kullanacağım.', 'pt': 'Amor, estávamos a caminho.'}"
"{'tr': 'Yok öyle bir şey.', 'pt': 'Não, não é isso. É que...'}"
"{'tr': 'Hayatta olmaz öyle bir şey. Seren.', 'pt': 'Irmão, me passa a chave do carro.'}"
"{'tr': 'Yok öyle bir şey. Vermem. Yok.', 'pt': 'Pra que você quer?'}"
"{'tr': 'Dur. Dur. Dayanamıyorum. Ya dur. Dayanamıyorum ya.', 'pt': 'Eu vou dirigir.'}"
"{'tr': 'Kızım dur ya. Ya dur. Yendim işte. Niye böyle yapıyorsun?', 'pt': 'Nada feito.'}"
"{'tr': 'Hile yaptın da yendin.', 'pt': 'De jeito nenhum, Selena.'}"
"{'tr': 'Neyle şey yapmışım ben?', 'pt': 'Não rola. Não vou te dar.'}"
"{'tr': 'Tam o penaltıyı atarken. Sen beni buradan öpmedin mi?', 'pt': 'Espera, espera. Não consigo mais.'}"
"{'tr': 'Buradan mı?', 'pt': 'Ah, espera, não consigo.'}"
"{'tr': 'Sonra burada.', 'pt': 'Ué.'}"
"{'tr': 'Buradan mı?', 'pt': 'Ah, irmã, para um pouco.'}"
"{'tr': 'Buradan.', 'pt': 'Para. Eu ganhei. Por que você está assim?'}"
"{'tr': 'Buradan mı?', 'pt': 'Você só fez uma jogada e ganhou.'}"
"{'tr': 'Buradan mı?', 'pt': 'Eu fiz a jogada certa.'}"
"{'tr': 'Buradan mı?', 'pt': 'Justo na hora do pênalti.'}"
"{'tr': 'Buradan mı?', 'pt': 'Você não me beijou daqui?'}"
"{'tr': 'Buradan mı?', 'pt': 'Daqui?'}"
"{'tr': 'Sonra buradan.', 'pt': 'Depois daqui.'}"
"{'tr': 'Sonra?', 'pt': 'E depois?'}"
"{'tr': 'Buradan.', 'pt': 'Daqui.'}"
"{'tr': 'Şu anda sen hile yapıcı olabilir misin acaba?', 'pt': 'Você está trapaceando, não está?'}"
"{'tr': 'Bilmem. Olabilir miyim acaba?', 'pt': 'Não sei.'}"
"{'tr': 'Bilmem.', 'pt': 'Eu posso estar, ou não.'}"
"{'tr': 'Umurumda bile değil.', 'pt': 'Não me importo.'}"
"{'tr': 'Hadi Ferit gitmem lazım. Kalk.', 'pt': 'Vamos, Ferit. Eu preciso ir. Levanta.'}"
"{'tr': 'Kalk üstünden gitmem lazım. Geç kaldın.', 'pt': 'Levanta de cima de mim. Tenho que ir. Estou atrasada.'}"
"{'tr': 'Dur bir ya. Nereye gidiyorsun?', 'pt': 'Espera um pouco.'}"
"{'tr': 'Geç kaldım Ferit.', 'pt': 'Pra onde você vai?'}"
"{'tr': 'Ya kal biraz daha.', 'pt': 'Estou atrasada, Ferit.'}"
"{'tr': 'Biraz daha kal. Ben de kahvaltı yiyemem.', 'pt': 'Fica mais um pouco.'}"
"{'tr': 'Seninle burada kahvaltı yaparız.', 'pt': 'Fica mais um pouco. Eu também não tomei café ainda.'}"
"{'tr': 'Sana efsane bir kahvaltı hazırlarım. Amca.', 'pt': 'A gente toma café aqui.'}"
"{'tr': 'Kahvaltı aileyle yapılır.', 'pt': 'Vou te preparar um café incrível. Para a vida toda.'}"
"{'tr': 'O ne demek ya?', 'pt': 'Café é feito em família.'}"
"{'tr': 'Sen de benim ailemsin değil misin?', 'pt': 'O que isso quer dizer?'}"
"{'tr': 'Biz seninle aileden daha da öteyiz.', 'pt': 'Você é minha família, não é?'}"
"{'tr': 'O yüzden seninle akşam yemeklerini tercih ediyorum.', 'pt': 'Nós somos mais do que uma família.'}"
"{'tr': 'Akşam yemeği yapayım ben o zaman sana sabahtan.', 'pt': 'É por isso que prefiro jantares com você.'}"
"{'tr': 'Ne oluyor ya?', 'pt': 'Vou preparar o jantar para você então, desde cedo.'}"
"{'tr': 'Ne oluyor?', 'pt': 'O que está acontecendo?'}"
"{'tr': 'Hattuç A kahvaltıya çağırıyor.', 'pt': 'O que está acontecendo?'}"
"{'tr': 'Kızım seni ormanda ayılar falan mı yetiştirir?', 'pt': 'Hattuç.'}"
"{'tr': 'Sen niye kapıyı çalmıyorsun?', 'pt': 'Está chamando para o café.'}"
"{'tr': 'Ben en azından kapıdan girdim.', 'pt': 'Menina, você foi criada por ursos na floresta? Por que não bate à porta?'}"
"{'tr': 'Bazıları yine çatılarda dolanmış.', 'pt': 'Eu pelo menos entrei pela porta.'}"
"{'tr': 'Heh Serpilciğim.', 'pt': 'Alguns ainda estão vagando pelos telhados.'}"
"{'tr': 'Heh. Hadi canım hadi.', 'pt': 'Oi, Serpil.'}"
"{'tr': 'Allah Allah ya.', 'pt': 'Vamos lá. Vamos.'}"
"{'tr': 'Oo.', 'pt': 'Meu Deus. O que está acontecendo?'}"
"{'tr': 'Ha bu arada kahvaltıya misafirimiz varmış.', 'pt': 'Aliás, temos um convidado para o café.'}"
"{'tr': 'Latife Efendi ah.', 'pt': 'Senhor Halat.'}"
"{'tr': 'Seni özleyeceğim iki aklıma gelmezdi.', 'pt': 'Eu não imaginava que sentiria sua falta.'}"
"{'tr': 'Sen böyle sinir oldukça o daha fazla gıcıklık yapacak biliyorsun değil mi?', 'pt': 'Quanto mais você ficar irritado, mais ele vai encher o saco. Você sabe disso, né?'}"
"{'tr': 'Biliyorum. Biliyorum da bir noktada da haklı.', 'pt': 'Eu sei. Mas...'}"
"{'tr': 'Sen de onu biliyorsun değil mi?', 'pt': '...ele tem um ponto.'}"
"{'tr': 'Şu çatıdan gelme işini artık bir salsan mı?', 'pt': 'Você sabe disso, mas...'}"
"{'tr': 'Korkuyorum sana bir şey olacak diye.', 'pt': '...deveríamos parar com essa de vir pelo telhado.'}"
"{'tr': 'Ama kapı sıkıcı. Çatı heyecanlı.', 'pt': 'Estou com medo que te aconteça algo.'}"
"{'tr': 'Yani ben şimdi sana ne dersem deyin benimle aşağıya gel.', 'pt': 'Mas a porta é chata.'}"
"{'tr': 'Ölü bitsem de kararlısın yani öyle mi?', 'pt': 'Telhado é emocionante.'}"
"{'tr': 'Seninle ayrılmayacağımızdan emin olduğum kadar kararlıyım Ferit.', 'pt': 'Então, se eu te dizer algo...'}"
"{'tr': 'Sen nasıl bir şeysin ya?', 'pt': '...e você me disser algo...'}"
"{'tr': 'Ben bir kıza benimle aşağıya geldim.', 'pt': '...na verdade, se eu te disser algo, não...'}"
"{'tr': 'Kahvaltıya gidelim. Seni ailemle tanıştıracağım diyeceğim.', 'pt': '...venha comigo para baixo.'}"
"{'tr': 'O da bana yok diyecek yani öyle mi?', 'pt': 'Mesmo que eu esteja morrendo...'}"
"{'tr': ""Ben o kızlardan değilim işte Ferit'im. Anlamadın mı onu?"", 'pt': '...você está decidido, não é?'}"
"{'tr': 'Hadi ben kaçtım.', 'pt': 'Estou tão certa de que não vamos nos separar quanto da sua decisão, Ferit.'}"
"{'tr': 'Kaç sen kaç. Kaç. Yandan yandan.', 'pt': 'Quem você acha que é?'}"
"{'tr': 'Diyar ah. Diyar diyar.', 'pt': 'Eu quero que uma garota...'}"
"{'tr': 'Ne oldu?', 'pt': '...venha comigo.'}"
"{'tr': 'Unuttum sandın değil mi?', 'pt': 'Vamos para o café.'}"
"{'tr': 'Sen ve unutmak.', 'pt': 'Vou te apresentar à minha família.'}"
"{'tr': 'Ben ve unutmak. İmkansız bir aşk hikayesi.', 'pt': 'Ela vai me dizer que não, certo?'}"
"{'tr': 'Seni çok seviyorum.', 'pt': 'Eu não sou dessas, Ferit.'}"
"{'tr': 'Ben de seni.', 'pt': 'Você não entendeu isso?'}"
"{'tr': 'Bugün ilhamların en güzeli senin etrafında dalansın.', 'pt': 'Ok, eu vou embora.'}"
"{'tr': 'Hadi kaçtım. Bye bye.', 'pt': 'Vá, fuja. Fuja. Para o lado.'}"
"{'tr': 'İlham bir elini.', 'pt': 'Ah, oh céus.'}"
"{'tr': 'Gel bakalım.', 'pt': 'O que aconteceu?'}"
"{'tr': 'Sabah sabah kim bu misafir? Ay Asuman Hanım mı döndü acaba?', 'pt': 'Você achou que eu esqueci, né?'}"
"{'tr': 'Asuman Hanım misafir mi Sevda?', 'pt': 'Você e esquecer.'}"
"{'tr': 'Uzun zamandır yok. Bence artık misafir sayılır.', 'pt': 'Eu e esquecer.'}"
"{'tr': 'Hoş. Arkalardan buraya niye dönsün ki?', 'pt': 'Uma história de amor impossível.'}"
"{'tr': 'Bence bu misafir başka biri.', 'pt': 'Eu te amo muito.'}"
"{'tr': 'Kimse kim, sana ne Sevda?', 'pt': 'Eu também te amo.'}"
"{'tr': 'Bize ne dediyse onu yaparız.', 'pt': 'Hoje, as melhores inspirações giram em torno de você.'}"
"{'tr': 'Ayşen kızım sen de fırına bakar mısın?', 'pt': 'Tchau, estou indo. Adeus.'}"
"{'tr': 'Ayşen.', 'pt': 'Deixe a inspiração vir.'}"
"{'tr': 'Ayşen.', 'pt': 'Vem cá.'}"
"{'tr': 'Ayşen kızım fırına bakar mısın?', 'pt': 'Quem é esse convidado pela manhã?'}"
"{'tr': 'Efendim anne?', 'pt': 'Será que a senhora Asuman voltou?'}"
"{'tr': 'Fırına bakar mısın kızım?', 'pt': 'A senhora Asuman é um convidado, Sevda?'}"
"{'tr': 'Pardon.', 'pt': 'Ela não está aqui há um tempo. Para mim, agora é convidada.'}"
"{'tr': 'Carlos sen de bunları yukarıya götür.', 'pt': 'Claro. Por que ela voltaria dos europeus?'}"
"{'tr': 'Hadi çocuğum hadi hadi. Hadi bakalım.', 'pt': 'Acho que este convidado é outra pessoa.'}"
"{'tr': 'Sen hâlâ burada mısın?', 'pt': 'Ninguém sabe de ninguém, Sevda.'}"
"{'tr': 'Tamam tamam gidiyoruz.', 'pt': 'O que a filha disser, nós faremos.'}"
"{'tr': 'Hadi bakayım hadi.', 'pt': 'O que faremos?'}"
"{'tr': 'Ücünüzde bakar mısınız?', 'pt': 'O que faremos?'}"
"{'tr': ""Allah'ım yarabbim ya."", 'pt': 'O que faremos?'}"
"{'tr': ""Kırk yıl düşünsem Latif Bey'i ödeyeceğim aklıma gelmezdi."", 'pt': 'O que faremos?'}"
"{'tr': 'Ah Latif Bey ah.', 'pt': 'O que a filha disser, nós faremos.'}"
"{'tr': 'Ne dertlisiniz?', 'pt': 'Ayşen, você pode ver o forno?'}"
"{'tr': 'O olmaz o olmaz.', 'pt': 'Ayşen.'}"
"{'tr': 'Koş başka bir örtü getir hadi.', 'pt': 'Ayşen, você pode ver o forno?'}"
"{'tr': 'At uçağı ne oluyor ya? Kim geliyormuş?', 'pt': 'Sim, mamãe?'}"
"{'tr': 'Ya ben de bilmiyorum. Ama hazırlanmak lazım.', 'pt': 'Você pode ver o forno, querida?'}"
"{'tr': 'Nihayetinde baban soframıza layık görmüş.', 'pt': 'Desculpe.'}"
"{'tr': 'Evet tabii.', 'pt': 'Carlos, você também leve isso para cima.'}"
"{'tr': 'At uçağının bu kadar hazırlığa gerek yoktu.', 'pt': 'Vai, garoto, vai. Vai.'}"
"{'tr': 'Orhan gelir gelmez şirkete geçmemiz gerekiyor.', 'pt': 'Vamos lá.'}"
"{'tr': 'Kendisi aylardır teşrif etmediği için...', 'pt': 'Ei, você ainda está aqui?'}"
"{'tr': '...inzalaması gereken onlarca evrak var.', 'pt': 'Tudo bem, estou indo.'}"
"{'tr': 'Ben anlamam. Bana misafir gelici dendi.', 'pt': 'Ei, você pode se concentrar em seu trabalho?'}"
"{'tr': 'Orhanlara yakışır şekilde ağırlanıcı.', 'pt': 'Meu Deus.'}"
"{'tr': 'Halisa buradayken nasıl olduysa gene öyle olur işte o kadar.', 'pt': 'Se eu pensar em Latif Bey por quarenta anos, não acreditaria que ele viria.'}"
"{'tr': ""Allah'ım."", 'pt': 'Ah, Latif Bey, ah.'}"
"{'tr': 'Yenge kimmiş babamın misafir? Sen bilirsin.', 'pt': 'O que você diria?'}"
"{'tr': 'Ben senin babanla ilgili hiçbir şey bilmiyorum Ferit.', 'pt': 'Isso não pode ser. Isso não pode ser.'}"
"{'tr': 'Ne oluyor be? Tamam sakin.', 'pt': 'Vá, traga outro pano. Vamos.'}"
"{'tr': 'Tamam sakin.', 'pt': 'Que avião é esse? O que está acontecendo?'}"
"{'tr': 'Kahve içelim mi? Bir içkiş konuşuruz seninle.', 'pt': 'Eu também não sei.'}"
"{'tr': 'Kafeyinsizse belki.', 'pt': 'Mas precisamos nos preparar.'}"
"{'tr': 'Türetik.', 'pt': 'Após tudo, seu pai nos dignificou com sua presença.'}"
"{'tr': 'Seheran!', 'pt': 'Sim, claro.'}"
"{'tr': ""Allah'ını seveyim seni."", 'pt': 'Não era necessário tanto preparo para a visita.'}"
"{'tr': 'Seheran Allah aşkına.', 'pt': 'Assim que Orhan chegar, precisamos ir para a empresa.'}"
"{'tr': 'Seheran vallahi delireceğim.', 'pt': 'Como ele não apareceu há meses, há dezenas de documentos que ele precisa assinar.'}"
"{'tr': 'Delireceğim Seheran.', 'pt': 'Eu não entendo. Disseram que teríamos um convidado.'}"
"{'tr': 'Seheran yavaş git ablacığım.', 'pt': 'De um jeito que combine com a família Gorhan.'}"
"{'tr': 'Ne olur yavaş git.', 'pt': 'Enquanto Halit Ağa estiver aqui, deve ser assim, é só isso.'}"
"{'tr': 'Yavaş git ablacığım yavaş.', 'pt': 'Meu Deus.'}"
"{'tr': 'Ya ablacığım acelemiz var demedin mi? Ben de acele ediyorum işte.', 'pt': 'Sogra, quem é o convidado do meu pai? Você sabe?'}"
"{'tr': 'Tek parça.', 'pt': 'Eu não sei nada sobre seu pai, Ferit.'}"
"{'tr': 'Tek parça gitmek istiyorum evime.', 'pt': 'O que está acontecendo? Tudo bem, calma.'}"
"{'tr': 'Tek parça.', 'pt': 'Tomamos um café? Podemos conversar sobre trabalho.'}"
"{'tr': ""Allah'ım."", 'pt': 'Talvez se for descafeinado.'}"
"{'tr': 'Ay delireceğim Seheran.', 'pt': 'Turetik.'}"
"{'tr': 'Seheran biraz yavaşla. Gözünü seveyim ne olur yavaşla.', 'pt': 'Seyran.'}"
"{'tr': 'Ya abla inanılmazsın ya.', 'pt': 'Seyran, por favor.'}"
"{'tr': ""Sinan'a bak bak nasıl da keyif alıyor."", 'pt': 'Seyran, por amor.'}"
"{'tr': 'Birazcık feyza.', 'pt': 'Seyran, estou prestes a enlouquecer.'}"
"{'tr': 'Sen beni nasıl ablamışsın ben onu anlamıyorum.', 'pt': 'Vou enlouquecer, Seyran.'}"
"{'tr': 'Ben seni şu an böyle beş kalı sevmişim zaten hiç fark etmez.', 'pt': 'Seyran, vai devagar, querida. Por favor, vá devagar.'}"
"{'tr': 'Sür aşkım sür.', 'pt': 'Você é meu amor.'}"
"{'tr': 'Sen de aslı karanlık arayayım aşkım.', 'pt': 'Vá devagar, por favor.'}"
"{'tr': 'Yani güzel oluruz.', 'pt': 'Mas, querida, você não disse que tínhamos pressa? Eu também estou com pressa.'}"
"{'tr': 'Seheran poşet var mı arabada?', 'pt': 'Quero ir para casa em uma peça só. Em uma peça só.'}"
"{'tr': 'Nereye gidiyoruz şu an?', 'pt': 'Por favor.'}"
"{'tr': ""İstanbul'a değil belli ki baksana."", 'pt': 'Meu Deus.'}"
"{'tr': 'Direksiyonu biraz sağ yapıyorum.', 'pt': 'Não está incrível?'}"
"{'tr': 'Seheran.', 'pt': 'Vou enlouquecer, Seyran.'}"
"{'tr': 'Seheran.', 'pt': 'Seyran, por favor, vá devagar. Me faça esse favor.'}"
"{'tr': 'Ben böyle manzarası güzel bir yer arıyorum da.', 'pt': 'Irmã, você é incrível. Olhe como Sinan está se divertindo.'}"
"{'tr': 'Olursam duracağım.', 'pt': 'Como ele não tem medo de passar um pouco. Eu não entendo como você é minha irmã.'}"
"{'tr': 'Seheran tamam.', 'pt': 'Eu já te amei bem antes. Não faz diferença.'}"
"{'tr': 'Dışım dışıma çıktı ya.', 'pt': 'Dirija, amor.'}"
"{'tr': 'Hadi bakalım.', 'pt': 'Então talvez eu ligue mais tarde, amor, certo?'}"
"{'tr': 'Altyazı M.K.', 'pt': 'Vai ser bom.'}"
"{'tr': '...zabaha kadar oturacağım. Gidene aşık olsun yahu.', 'pt': 'Claro! Aqui está a tradução para o português mantendo o formato SRT:'}"
"{'tr': 'Versenize şunu beyefendi.', 'pt': '```'}"
"{'tr': 'Bırak!', 'pt': 'Fica quieto.'}"
"{'tr': 'Kayfemi getir, kayfemi. Acı olsun.', 'pt': 'Aceite.'}"
"{'tr': 'Esma!', 'pt': 'Desta vez você fez a jogada errada.'}"
"{'tr': 'Kayfa!', 'pt': 'Você perdeu.'}"
"{'tr': 'Bol telveli olsun o.', 'pt': 'E Ferit é mesmo confiável?'}"
"{'tr': 'Esma!', 'pt': 'Foi você quem ganhou?'}"
"{'tr': 'Ver şunu.', 'pt': 'Eu vejo vocês cochichando naquele cantinho da empresa.'}"
"{'tr': 'İyi tamam. Siz gönderin yukarı.', 'pt': 'Olhe para mim.'}"
"{'tr': 'Ben onu göndermesini bilirim.', 'pt': 'Você sabia que estava grávida?'}"
"{'tr': 'Tamam Esma Hanım.', 'pt': 'Oh.'}"
"{'tr': 'Tamam.', 'pt': 'Como eu saberia?'}"
"{'tr': 'Of ya!', 'pt': 'Vou dar uma volta.'}"
"{'tr': 'Tam da kızımın geleceği gün.', 'pt': 'Podemos conversar, Hatuncan?'}"
"{'tr': 'Yemin edeyim aldı kokusunu ha.', 'pt': 'Não me faça fugir, Afterlife. Depois conversamos.'}"
"{'tr': 'Buyurun geçeliyorsunuz.', 'pt': 'Pelo amor de Deus, casa, incêndio, você está falando de um passeio.'}"
"{'tr': 'Yaa!', 'pt': 'Por favor, me ajude.'}"
"{'tr': 'Gördün mü oğlum ha?', 'pt': 'Orhan não pode se casar com aquela mulher.'}"
"{'tr': 'Gördün mü?', 'pt': 'O que eu faço, Afterlife?'}"
"{'tr': 'Bana bak.', 'pt': 'Vou punir um homem crescido?'}"
